user_id,SpeedEntropy,Speed_G0.1_L0.6_SWRR,Speed_G0.1_L2_SWRR,Speed_G0.5_L0.6_SWRR,Speed_G0.5_L2_SWRR,Speed_G10_L0.6_SWRR,Speed_G10_L2_SWRR,Speed_G1_L0.6_SWRR,Speed_G1_L2_SWRR,Speed_G2_L0.6_SWRR,Speed_G2_L2_SWRR,Speed_G3_L0.6_SWRR,Speed_G3_L2_SWRR,Speed_G4_L0.6_SWRR,Speed_G4_L2_SWRR,Speed_G5_L0.6_SWRR,Speed_G5_L2_SWRR,Speed_max,Speed_mean,Speed_min,Speed_std,SteeringAngleRadEntropy,SteeringAngleRadZeroCrossing,SteeringAngleRad_G0.1_L0.6_SWRR,SteeringAngleRad_G0.1_L2_SWRR,SteeringAngleRad_G0.5_L0.6_SWRR,SteeringAngleRad_G0.5_L2_SWRR,SteeringAngleRad_G10_L0.6_SWRR,SteeringAngleRad_G10_L2_SWRR,SteeringAngleRad_G1_L0.6_SWRR,SteeringAngleRad_G1_L2_SWRR,SteeringAngleRad_G2_L0.6_SWRR,SteeringAngleRad_G2_L2_SWRR,SteeringAngleRad_G3_L0.6_SWRR,SteeringAngleRad_G3_L2_SWRR,SteeringAngleRad_G4_L0.6_SWRR,SteeringAngleRad_G4_L2_SWRR,SteeringAngleRad_G5_L0.6_SWRR,SteeringAngleRad_G5_L2_SWRR,SteeringAngleRad_max,SteeringAngleRad_mean,SteeringAngleRad_min,SteeringAngleRad_std,label_task_class,label_mental_load_level,label_task_type,label_task_class_factorized,label_mental_load_level_factorized
2,1.9555723270440384,34.5372460496614,147.629796839729,33.8600451467269,146.27539503386,28.442437923250605,132.73137697516898,33.8600451467269,145.598194130926,33.1828442437923,144.243792325056,33.1828442437923,144.243792325056,31.828442437923304,142.889390519187,31.1512415349887,141.534988713318,63.1205222263276,42.43722704694616,12.531247212090593,8.682723723070103,2.6915988933722126,34,34.5372460496614,62.3024830699774,14.8984198645598,29.119638826185103,1.35440180586907,1.35440180586907,9.48081264108352,13.544018058690698,3.38600451467269,5.4176072234763,3.38600451467269,4.063205417607221,2.0316027088036104,2.70880361173815,1.35440180586907,1.35440180586907,0.35763827,0.0065432194871871,-0.05558929,0.0495242522821508,city_easy,easy,city,0,0
2,1.9647877697270488,29.7632468996618,158.286358511838,29.08680947012401,157.6099210823,24.351747463359604,137.99323562570498,28.4103720405862,156.933483652762,27.0574971815107,154.227733934611,27.0574971815107,152.874859075536,26.3810597519729,149.492671927847,25.7046223224352,148.139797068771,66.90285683380375,37.52589381647745,12.800598611449905,11.37040445226425,2.9247822836382458,36,37.880496054115,60.8793686583991,20.9695603156708,31.1161217587373,2.7057497181510697,3.38218714768884,12.8523111612176,17.587373167981998,7.4408117249154495,12.175873731679802,6.087936865839912,8.793686583990981,5.4114994363021385,6.76437429537768,4.7350620067643705,5.4114994363021385,0.37435693,0.0196955222308209,-0.08576236,0.0613651937081639,city_hard,hard,city,1,1
2,1.9732816935617383,40.5862457722661,153.551296505073,40.5862457722661,151.52198421646003,37.2040586245772,139.34611048478,40.5862457722661,151.52198421646003,40.5862457722661,151.52198421646003,40.5862457722661,149.492671927847,39.2333709131905,146.786922209696,39.2333709131905,146.110484780158,61.70221613523997,41.89703995352032,13.218268050482395,11.520402334363052,3.1672712100584537,32,35.174746335963896,58.17361894024801,25.0281848928974,37.880496054115,2.7057497181510697,2.7057497181510697,17.587373167981998,25.0281848928974,10.822998872604304,14.8816234498309,7.4408117249154495,8.11724915445321,6.087936865839912,6.087936865839912,4.05862457722661,5.4114994363021385,0.33200324,-0.0023038722792939,-0.26258126,0.0584249784359138,city_medium,medium,city,2,2
2,2.6668722163965106,24.3792325056433,146.952595936795,23.702031602708807,146.952595936795,19.638826185101603,136.79458239277702,23.0248306997743,146.27539503386,22.3476297968397,144.920993227991,21.6704288939052,142.889390519187,20.9932279909707,141.534988713318,20.9932279909707,140.857787810384,67.32645140525024,40.55153646910053,11.132696598554285,10.3708971391252,2.4911080120624742,53,39.9548532731377,70.42889390519191,18.961625282167,32.5056433408578,6.77200902934537,6.77200902934537,11.5124153498871,20.3160270880361,8.80361173814899,12.8668171557562,8.80361173814899,10.1580135440181,7.44920993227991,9.48081264108352,7.44920993227991,8.80361173814899,0.34900033,0.006339608769823,-0.28260368,0.073871596363295,city_noTask,noTask,city,3,3
2,2.4666834967384847,33.145434047350605,116.347237880496,33.145434047350605,116.347237880496,28.4103720405862,104.847801578354,33.145434047350605,115.670800450958,32.4689966178128,114.994363021421,31.792559188275103,114.317925591883,31.1161217587373,112.288613303269,29.7632468996618,108.906426155581,65.59126916941712,41.30831252782756,5.846114309520428,12.6112253756185,5.83265610078004,46,36.5276211950395,62.90868094701239,25.0281848928974,43.9684329199549,2.7057497181510697,4.05862457722661,18.9402480270575,29.7632468996618,8.11724915445321,16.9109357384442,6.76437429537768,10.1465614430665,4.05862457722661,8.11724915445321,4.05862457722661,6.087936865839912,0.35357812,0.0260065886173434,-0.073860265,0.0722003864054234,land_easy,easy,land,4,0
2,2.300988421493668,60.3389830508475,172.88135593220298,60.3389830508475,171.525423728814,52.8813559322034,153.220338983051,58.9830508474576,171.525423728814,58.3050847457627,170.169491525424,57.62711864406779,166.101694915254,56.271186440678,165.423728813559,55.593220338983095,164.06779661016898,68.89946902839516,43.528361767185146,23.68995144779167,7.550215311890588,4.806607704628219,55,35.9322033898305,62.37288135593221,12.8813559322034,20.3389830508475,0.0,0.0,4.06779661016949,8.13559322033898,1.35593220338983,2.03389830508475,1.35593220338983,1.35593220338983,0.0,0.0,0.0,0.0,0.048145574,0.0044555486300169,-0.01578313,0.0095785088800201,land_hard,hard,land,5,1
2,2.5095794340400484,25.7046223224352,142.728297632469,25.0281848928974,142.051860202931,24.351747463359604,129.199549041714,24.351747463359604,140.69898534385598,24.351747463359604,138.669673055242,24.351747463359604,137.99323562570498,24.351747463359604,136.64036076662902,24.351747463359604,135.287485907554,69.51467933428029,42.74151800412864,8.795463892248533,10.066627941532449,5.399031990884181,37,44.64487034949271,73.7316798196167,25.0281848928974,49.379932356257,0.0,0.0,12.8523111612176,23.67531003382189,4.7350620067643705,8.11724915445321,3.38218714768884,4.05862457722661,2.0293122886133,3.38218714768884,2.0293122886133,2.7057497181510697,0.12425485,0.0063467016121959,-0.028958995,0.0264033953850687,land_medium,medium,land,6,2
2,2.7443453421406696,45.42372881355929,169.491525423729,44.7457627118644,169.491525423729,40.0,156.610169491525,44.7457627118644,168.135593220339,42.7118644067797,166.779661016949,42.7118644067797,164.745762711864,42.7118644067797,163.389830508475,42.03389830508471,160.677966101695,70.95101764273952,48.59524879856369,11.273617746142689,8.686112413636481,2.5890058265486564,74,28.4745762711864,58.9830508474576,7.457627118644072,16.271186440678,0.0,0.0,4.74576271186441,10.1694915254237,4.06779661016949,4.74576271186441,2.71186440677966,4.06779661016949,2.71186440677966,2.71186440677966,1.35593220338983,2.03389830508475,0.08568266,-0.0017980601221399,-0.07967202,0.024072852174785,land_noTask,noTask,land,7,3
3,2.5113558811297767,32.4689966178128,147.463359639233,31.792559188275103,147.463359639233,23.67531003382189,136.64036076662902,31.792559188275103,146.110484780158,29.7632468996618,145.43404735062,29.08680947012401,144.081172491545,28.4103720405862,143.404735062007,28.4103720405862,140.69898534385598,59.29219018354906,33.98533810907718,8.508877211473907,10.037398110922531,3.1023469194043702,71,43.9684329199549,88.6133032694476,26.3810597519729,51.4092446448703,5.4114994363021385,6.087936865839912,16.9109357384442,33.145434047350605,9.47012401352875,20.293122886133,6.76437429537768,11.4994363021421,6.76437429537768,10.822998872604304,6.087936865839912,7.4408117249154495,0.43649432,0.0114226569270484,-0.19204478,0.0622568234631897,city_easy,easy,city,0,0
3,2.499299756515281,36.568848758465,161.851015801354,36.568848758465,160.496613995485,29.119638826185103,148.98419864559798,35.2144469525959,159.819413092551,34.5372460496614,156.433408577878,34.5372460496614,155.079006772009,33.1828442437923,152.370203160271,31.828442437923304,151.01580135440202,75.70914287426196,38.065036784395744,16.590038950754586,11.096211461732402,2.999550802560045,62,44.6952595936795,87.3589164785553,35.8916478555305,58.23927765237021,1.35440180586907,1.35440180586907,25.7336343115124,41.9864559819413,12.1896162528217,24.3792325056433,4.74040632054176,12.8668171557562,4.063205417607221,6.09480812641084,2.0316027088036104,4.063205417607221,0.44310203,0.0108063373586448,-0.05256399,0.0519175470914601,city_hard,hard,city,1,1
