;ica_comp_13_iter_500_n1;ica_comp_13_iter_500_n2;ica_comp_13_iter_500_n3;ica_comp_13_iter_500_n4;ica_comp_13_iter_500_n5;ica_comp_13_iter_500_n6;ica_comp_13_iter_500_n7;ica_comp_13_iter_500_n8;ica_comp_13_iter_500_n9;ica_comp_13_iter_500_n10;ica_comp_13_iter_500_n11;ica_comp_13_iter_500_n12;ica_comp_13_iter_500_n13
0;-0.03470214967166206;0.07432428471157178;0.025561492603372874;-0.09708378634396785;-0.031067270797638085;0.0035645356831581145;0.08704042975566788;0.04137428493072681;0.0013010065427232105;0.11903593238770394;0.05093500466419666;-0.036987873814857866;-0.0311537688297319
1;-0.008250592591783346;0.13268998109726376;0.03986761072482992;0.04679907791754209;0.03878919624077785;0.07257660378917216;-0.08866294081925323;-0.06674813678213375;0.18907781927129444;0.09682561882383169;-0.13862071046927965;-0.07740910002789102;-0.01607009600436713
2;0.01605558575488002;-0.0014440527859206544;-0.06014951548515789;0.00099851493464901;0.008266170119298241;0.02031579486247784;0.08368424052754399;-0.0963383294211911;-0.008633885000710204;-0.09348000709811885;-0.17667087137431517;0.015708820595402066;-0.0059115419962540924
3;-0.0651962741184262;0.11735740438031612;0.008785715979611919;0.07182129677066099;0.037381949714797635;0.11749065989243401;0.062451146506827176;0.014924599024641464;0.0975360146242446;-0.09833599146761836;-0.1360110906250726;0.020382558793506755;0.039904544596264274
4;0.004155260568208992;-0.22017170748006717;-0.008547664744269134;0.006433963357121585;0.1652026519189642;-0.05354604626331821;0.03168196779242046;0.15479906972619298;-0.045959419599044836;-0.002959658757802978;0.10279316142362578;-0.12156650707438961;-0.10420151083450964
5;-0.08109860157000792;0.0364459547124011;-0.1795571569314269;-0.050055929433965085;-0.09938587545780984;0.05081872272456247;-0.035403009777132156;-0.011243385597530109;0.05608853163359084;-0.10443361334288129;-0.030592914305926346;-0.031882373697331705;-0.010646327599513207
6;-0.03616210529732074;-0.04659315451757645;0.08903479509002582;-0.09069047745165933;0.08820974684414123;-0.07000495669068488;0.17840941738415886;-0.01094485407005826;-0.14827461502131084;-0.13046498315179858;-0.04021617321870011;-0.010316954581604382;0.04722020483506083
7;-0.043504985775818225;0.04058663054850137;-0.02492927133023269;-0.04879308692676074;-0.06836176752503946;-0.026651244415553735;0.04343040864566032;-0.060297426417090946;0.13767102829804131;-0.1133368434645829;0.04784614128640893;0.04227005880433293;-0.08646394205497318
8;0.03321946841990632;-0.00568146306065343;0.013313585556067164;-0.1890237924526625;-0.0430953724792913;0.06122964415685871;0.05041181827373234;0.15878197160304708;0.15443992916504462;0.02745175154581144;-0.007361124212734692;-0.03268129453275138;-0.016541156588882805
9;-0.00495284203494971;-0.0004076384814972814;0.045950848839693616;-0.0043761723015303886;0.014116336396619928;0.05410810369592751;-0.1238229435677369;0.025036957150279662;-0.09714587210582123;-0.05505484760354609;-0.15263090201958746;0.07956331816363763;-0.2749908128473473
10;0.04609556367380301;0.007671435093499126;-0.07001735427620001;0.07128188538625507;-0.4863181233812988;-0.02526108655061715;0.11316383277388022;-0.01206895105492941;-0.08486275036120317;-0.008533836294203545;0.03289351756201807;-0.0021026674666371837;0.09744340522550335
11;-0.04688420540015282;0.041981414370197354;-0.1412279054915842;-0.05879533825838903;0.12382705706508211;-0.11228467318664487;-0.13404542006658032;0.27718700752890846;-0.0877082762841267;-0.014178936906647137;-0.0590160186920443;0.08796888307288007;0.05408251489644976
12;-0.041884109858441335;0.1274672933885127;-0.08112396386310694;-0.08383091949594397;0.021393077111666967;0.15646185223457912;0.06486770604311792;0.01073010781614783;0.0251891036252837;-0.13846439280331238;-0.023424731639987168;0.033170665249896175;0.06549875993910556
13;-0.06997861535427545;0.23512829754695938;0.01937207558653311;-0.048468843255071004;-0.005947660256926944;0.09259721533740019;0.1309610943333099;-0.0054117043756934675;0.087622059455834;-0.008263344842301327;0.09849014854186447;-0.10034505880508153;-0.21889097564445095
14;-0.04332640286130238;-0.008933252155324405;-0.18148128318866122;0.009300179056449746;0.18599810122250848;-0.015805806073410304;0.06416002912902202;0.018784908520222757;-0.10641035625033608;-0.14327346207797115;-0.14704002636489666;-0.06215433512104317;0.04463725470291105
