;ica_comp_16_iter_1000_n1;ica_comp_16_iter_1000_n2;ica_comp_16_iter_1000_n3;ica_comp_16_iter_1000_n4;ica_comp_16_iter_1000_n5;ica_comp_16_iter_1000_n6;ica_comp_16_iter_1000_n7;ica_comp_16_iter_1000_n8;ica_comp_16_iter_1000_n9;ica_comp_16_iter_1000_n10;ica_comp_16_iter_1000_n11;ica_comp_16_iter_1000_n12;ica_comp_16_iter_1000_n13;ica_comp_16_iter_1000_n14;ica_comp_16_iter_1000_n15;ica_comp_16_iter_1000_n16
0;0.04093796485571098;0.11221391753386725;-0.013029942050080635;-0.039572835267195364;0.05009234407401533;0.04494536285468862;0.040430291794952465;-0.014873916135392063;-0.06769269594329252;0.1389343815258464;-0.03672355162346981;0.007067329072419727;0.03964991433728853;-0.02202009396162972;-0.027435550337358144;-0.05835370942048585
1;0.16613429366340568;0.0829916510677831;0.05455788842130797;0.1131773501767164;-0.01897737676345867;-0.10784816936831768;-0.1547990255438184;0.014439370456530862;0.01874768163486403;0.008943591582495507;-0.06712696834665921;0.046733681656523834;0.08488881954413395;0.07191853323329253;0.08588224920320821;-0.01059503836584505
2;0.016593995618932305;-0.04475818296766548;0.0016137682896741612;-0.04657749105149046;-0.1288464940199631;0.01544707944862906;0.006700059282861895;-0.05191069343335058;-0.06868844731498827;-0.06962704653074223;0.02361267720818043;0.025001069813810322;0.017117004908375578;0.06710701932042287;0.15557834462109593;0.004192769143323505
3;0.15184493917966538;0.007705899441676992;-0.04404612245324071;0.11535388551327781;-0.17752036122597403;0.033918166765488963;-0.001546311627527483;-0.009527063074671943;0.006864145921498123;-0.00493886020875187;0.0038567993471022993;-0.06516261083307688;0.06621231144271951;-0.023681992588478706;0.1102164961621317;-0.04803435246860395
4;-0.2188480939320751;-0.05393511897981718;0.09701856655029654;0.06276888873196688;0.01292412718630493;0.1424520866008534;0.030061491524927483;0.08222209084450248;0.016337015848372525;0.07589527562336569;0.0063546228171253456;0.058758304732663594;0.027861392550586256;-0.010210725763887964;-0.127126464442116;0.2502960957559732
5;0.07257486553133258;-0.11022265025023209;-0.1475231006158093;-0.01176818240410805;0.04449505636950025;0.09423944953481159;-0.16457222275144603;0.03328748691272678;-0.033716734231648525;0.01551060861067519;0.06321220780920297;-0.046437833614184625;-0.07951107598946633;0.044377848091988234;0.09274772820013899;0.21171968705365543
6;-0.06979622782496278;-0.023590310781404472;0.034333696945270095;-0.11735162210210501;-0.05610663343979579;0.14162521715888524;0.21894422691383822;0.004252041663652379;-0.022657509103452607;-0.04362836284424561;-0.03921611907968281;-0.07000422289279569;0.06305478244678824;0.0175904155576052;0.07455506531380744;0.07123263342100318
7;0.03367374641505546;-0.1008102443244806;-0.09578910828915925;0.03744510953548359;-0.021696324761389003;-0.037325236125156265;0.023395789860971856;-0.0061210356243346815;0.023747478868690976;0.170978098406131;0.024354378444427983;-0.0769148096638746;-0.027812664177272694;0.06739671229482576;0.07781283582371779;-0.05638919842748185
8;-0.013364039847366843;-0.005155086493192892;-0.02486506719622968;0.04773644505308303;0.02921069543520039;0.03274273138911629;-0.09233677306088858;-0.13841302633378105;-0.003177203065710704;0.20615883576513921;-0.11209663164907659;-0.07186387410635602;0.07052777303858483;-0.11046727711748801;0.02670396807926849;0.00986397349003618
9;0.0488482128859213;0.023482815035978027;0.06468996106885394;-0.008951166526384129;-0.13628100218067835;-0.11626527411654904;0.0855937434986026;0.005633618411112761;-0.06479376982986805;0.010866659630140723;-0.040315320047762115;0.14588523107241225;-0.21597467273284;-0.02372827661135724;0.06695120048384412;0.20982782891169838
10;0.008636610240138794;-0.002447573598755767;-0.5114709219853338;-0.1164568573061108;0.04230969961471539;0.04909128235264791;0.014597482925607167;-0.14732012283855414;-0.022346155240001195;-0.03615608691660626;0.05433121018635168;0.036581078834072245;-0.019790795158845333;0.05091652845314055;-0.09765498454250822;-0.03375029181910488
11;0.04496585842911587;-0.09049741518507895;0.1631096708462385;-0.004883711165976604;0.05632435384921958;0.08083098102719628;0.017651875581017697;0.001515752545398122;0.04196245427469894;-0.01879023295624404;0.048621675970764805;0.12751119061337335;-0.051398855529402834;-0.3517136924625759;0.05132001026642198;-0.08537683842617773
12;0.1508070934468932;-0.04847603487741209;-0.03113637475781403;0.023603916911904426;-0.0656049208517927;0.10204907690836248;-0.0045339205229931595;-0.03315739681480209;-0.12164064639845688;0.002063335145693349;0.032543864603561436;-0.16327747427637126;-0.015590767693978349;-0.03574356796647555;0.07789044086865365;0.037712998920041645
13;0.18506180669271308;0.030693020621630047;0.017541213901514217;-0.0707305998800367;-0.1496924814790398;-0.07450331207044932;-0.016815094118182865;0.062265305753562046;-0.01435585820614057;0.3483212443202081;0.0035929032246444833;-0.07620599237265627;0.08624166471707401;0.006386249891692983;-0.053349526764223186;-0.14578093508313605
14;0.014343341973586696;-0.10633253018644384;0.1321191634086721;-0.05164952588832207;-0.14772449899217246;0.10040509285827143;0.03974527634957044;0.006877372886129552;-0.030047733915238073;-0.051868241028428734;0.18757230461029262;0.03345226318406279;0.12766924271716107;-0.1056012109977302;0.13152026646435463;-0.019228547445308053
15;-0.05300400294407961;0.04585351958066272;-0.025804531113605714;0.06483522379934778;0.05796742113040069;0.20320045194863595;-0.04135163118713699;0.026626303014383745;0.12121722885547058;0.16595227849663238;0.014395599134715642;-0.027807997562350563;-0.06916892470120316;0.029207252681662854;-0.040736996525204454;0.0061613399494746465
16;-0.008441907865938094;-0.06708304068314061;0.045608162900453934;-0.04033010282826656;-0.06192864968477544;-0.08553164843668432;-0.02540701243376022;0.006947169557414421;-0.02106430760872235;-0.06190880333679628;0.006935819807236829;0.04272308328203878;-0.2504528474457479;-0.061859600929978595;0.05816866957878131;-0.024980354442760127
17;-0.061212988242673995;-0.10930864251877653;-0.18843161262129998;0.06658420598190891;0.017040158779019522;0.06854408434347828;0.04109373475866436;-0.01266117307793872;0.005260294865712967;0.12513786570793947;-0.02130552700098352;0.014595652557110532;0.0434448490160811;-0.014265959221888062;-0.023084637159799422;0.0018085591280609173
18;-0.03491823345390832;-0.06261489564177376;0.045421136052814844;0.05544396943971292;0.01799936692678421;0.015166615322991015;-0.02897562569713655;0.0003812814956471529;-0.028951594926497393;-0.008059287597414068;-0.0982180284202382;0.016595347396754202;0.017384164425463578;-0.41378520065894153;-0.07577378076062478;0.05404097453422052
19;-0.013261002723775317;-0.050256594594610585;-0.15569102396282825;-0.010725743987980556;-0.1275593013991233;-0.06040891089243841;-0.0014416870755811642;0.16871730225753712;0.026887190923193218;-0.0336668969261797;0.02508020765666544;0.11682111206910548;0.21692999227335752;-0.0005693675626170495;-0.12241599857140187;0.022816707171074976
20;0.1289958844127801;-0.13765501385369763;0.041730609394487396;0.04494890978760958;0.03842580586187654;0.007719172735977149;-0.019163617713668344;-0.0026087551591356633;0.02342384256663892;0.06004725238489584;-0.05177987310760318;-0.02916254953150068;0.008910497056075089;-0.04398411472829317;0.016985055368079482;-0.03505155449678775
21;-0.04379346601008359;0.02978654643444168;0.04434521181844133;-0.01595654313524147;0.0959071961873589;-0.003893180494975339;0.09874367929857168;0.04283265377948211;0.02063953879681295;0.02181922377218187;0.033528937839546726;0.032498344123085394;0.005916223960255357;-0.13072138185952822;0.035193326503782915;0.0715014905668579
22;0.08348883431846596;0.10031880126089422;0.06302701433669727;-0.0022193416402754686;0.09107261411324936;0.06562398612358535;-0.02735325103168724;0.02739888888498349;-0.05284368140323175;0.03628078606114111;0.08173694731100752;-0.1074248563921784;0.05625527993305526;0.012223610073632344;-0.042448648043957884;-0.0524529563602888
23;-0.006335300071012087;-0.07775635558193222;-0.01705189505018677;-0.008426848748155028;-0.014050861367637066;0.1309482623235621;0.02316537963794165;-0.07023927293558212;-0.09425131038648717;-0.03863316124907276;-0.10796947845925042;-0.08718948177018515;-0.12653638706838774;0.11525198251468936;-0.14476405812842785;-0.029724444549953627
24;0.011298212326784497;-0.006114154404598386;-0.057773765195100524;0.060813006350424366;-0.05131488945573715;0.08392453630780614;0.06288035608022241;0.09260123471272379;0.14391110066135124;-0.037684517559237934;-0.023532039989868594;-0.1555356969681322;-0.4032198093845735;-0.07695941017524909;-0.0013361904215725435;0.06756101548780362
25;-0.19056208490212906;0.023792892819373097;0.06938271100092493;-0.10691165679019195;-0.10761703605900659;-0.1419737925600225;0.02734400937937976;0.04110177399938394;0.042605524053561994;-0.02324924801692587;-0.2835251326458037;-0.010145662768495415;0.1401350494916497;-0.004441009325948283;0.07325606313450092;-0.030210220171433315
26;-0.07427190021318406;0.04622329243012058;-0.028905954760721643;0.07214327893682589;0.04706427732354482;-0.047315388792399;0.03981151127938666;-0.14532374352875466;-0.0007559160980803812;-0.09727992882572423;-0.042005819752876664;-0.0699186215982093;-0.11834370433061615;-0.03862733209503056;-0.14056045349411755;0.03339713126961106
27;0.08208351033063016;-0.07306461224549739;0.14187628763774765;0.11865455079311782;0.09472251294932837;0.07297472674463665;-0.09108995446734024;-0.0721976085917035;0.0056038594886359434;-0.0038008664239922883;0.07787953276109719;-0.10383620360123917;0.06650507774559086;-0.04557312164094894;0.01828633554788344;0.0641860167966616
