;ica_comp_22_iter_500_n1;ica_comp_22_iter_500_n2;ica_comp_22_iter_500_n3;ica_comp_22_iter_500_n4;ica_comp_22_iter_500_n5;ica_comp_22_iter_500_n6;ica_comp_22_iter_500_n7;ica_comp_22_iter_500_n8;ica_comp_22_iter_500_n9;ica_comp_22_iter_500_n10;ica_comp_22_iter_500_n11;ica_comp_22_iter_500_n12;ica_comp_22_iter_500_n13;ica_comp_22_iter_500_n14;ica_comp_22_iter_500_n15;ica_comp_22_iter_500_n16;ica_comp_22_iter_500_n17;ica_comp_22_iter_500_n18;ica_comp_22_iter_500_n19;ica_comp_22_iter_500_n20;ica_comp_22_iter_500_n21;ica_comp_22_iter_500_n22
0;0.04762327818752434;0.04360376905132781;0.049399664068222944;0.005142947140512554;0.06207360073483934;0.17021651864924667;-0.0076735113081885156;0.07511512942115026;0.012336574139187042;-0.08022020039282719;-0.09347442354351189;-0.019900817858436504;0.025067372577123038;0.017873985577684638;0.05176474504226987;0.027216694090951177;-0.04553975538322188;-0.007012778761010817;0.07033216087802813;-0.021577359320647724;-0.002547386909997891;0.18118857551091597
1;0.08775340664444692;-0.041883584691494745;-0.06524544720497372;-0.03555944287222959;0.003461772441241152;0.03855147680834803;0.05874700763636088;0.09540176596486334;0.017167861411506814;-0.0649544566950584;-0.05170426443978363;0.24026733995455463;0.04787535582564737;0.009129541052815488;-0.016687622288420502;-0.057481297385174185;0.09647647753135258;-0.052118570979873206;0.13309954963138002;0.09404268546540676;-0.028972791849358283;-0.022323768704767183
2;-0.013126108615122048;0.05843898579530298;-0.04799615627641822;0.04969515359200083;-0.030299239479788295;-0.09210058782137329;0.02213704156903988;0.013076287007184079;-0.091338086649238;0.005998684545832848;-0.0016318445385543165;0.06237953199392888;0.0033749276564631597;-0.25777722414547893;0.038030210347099136;-0.09944319642379282;0.027153717459855543;-0.005723597250308588;0.09796629218218501;-0.04347604241119296;0.01954750033501437;0.06759743563362987
3;-0.014577811909343298;-0.1716897215025104;-0.09892490228284007;-0.01054811071435464;0.05498965364766887;-0.018193642000481028;-0.032501484989483395;0.04642443233495032;0.0004958724953271383;-0.06346483035627733;0.17400807383664177;-0.10424919581192846;-0.023203089966436316;-0.05423163520048503;0.012856499122422226;-0.1650727187364306;0.022024419340196957;-0.052644692229620337;0.13758752760530607;0.013139657027283234;-0.05771775390666492;0.013909044353695657
4;0.026485554153346715;0.06015420121273962;0.05508208270524109;0.0497038603006002;-0.053394468218175756;-0.0751822321191379;0.02009315418239447;-0.044415771790481354;0.09495075876597146;0.1445264293262994;-0.0957468955787819;-0.04516240554798632;-0.39529554764049063;-0.007650599004706262;0.055231190279195735;0.09739725633445254;-0.03296189978170722;-0.016018278378614477;0.03506039049757283;-0.015529028888581082;-0.03794581388865289;-0.06509210542985358
5;-0.011180973367069818;-0.11493135827615301;-0.15362111691532337;0.020898026162288308;0.04910463440903714;0.005561106174198327;-0.0020699728757481704;0.021196480940257403;-0.036191307567930944;-0.132744986082475;0.02438924600598536;0.08987876265664309;-0.23244534249098855;0.045843370334451676;-0.1095834967326911;-0.013716994963082324;-0.024074049203334013;0.052968267272187376;-0.09623935848092621;-0.12034075705907901;0.14005240356251897;-0.005794460407654834
6;0.016543286422808542;0.011386109759658078;0.07976516657774733;0.19075004554640423;0.04380446702687522;-0.012164866370954356;0.022921469980088663;-0.12181521721638769;0.034370943768227476;0.005599926909571274;0.14410325447026417;-0.16829812912335937;-0.028581611556347867;-0.07531969812120977;0.025344945865199985;-0.11522934495948393;-0.09283325807525854;-0.06412441352552879;-0.13702468519714936;-0.035853082531130884;-0.06605502663153333;0.07013305185541288
7;-0.11415425881976303;0.03900306472701786;0.048259517778882856;0.11217075862057903;-0.0637043304920775;-0.009950383274401363;0.0723048961894815;0.20841524822190372;-0.013139555542762525;0.04912892674326265;0.03446250075340811;0.07081627874599065;0.04414527375860653;0.05412566008492836;-0.05482270503974098;-0.09176366184504092;-0.009852312545116293;0.03146454295481658;0.04162899440411949;-0.00265782659055126;0.09630655210609945;0.00017309424815034353
8;-0.2857013321448144;0.05926335188016597;-0.05615308543593911;0.023375371846270945;-0.022514157097996194;0.06748925997649163;-0.03135551602509173;0.07964103485143308;0.054431136276917924;0.08572111468072122;-0.010738423398640826;0.1195271453425841;0.02642289496474455;0.0039008999467526886;0.019974981762176252;0.04909435422814766;-0.013905205241511679;-0.035413799022643605;0.04371845922004296;0.05386285301966894;-0.11915165885694108;0.19271101112672245
9;-0.00019159849176192748;0.004774488327788042;0.0869381431645851;0.020843396666149205;-0.07001868466997055;-0.006268269329231399;-0.01324293959897005;0.03213381594322133;0.07377886819539503;-0.009387024526277616;0.012598672401992025;0.1124999238208003;-0.03407008181791574;-0.2777908440301958;-0.0053475063356433;-0.082222106843427;-0.059734385580029976;0.23756579677601605;-0.03132816719192952;-0.03011611743240325;-0.14914510229905242;-0.10186179027827132
10;-0.3480751212379116;-0.02998949834842732;-0.042923765326898455;-0.022705281185698402;-0.057545074519826635;-0.022702138869462138;0.03664436011358101;0.0017105208469824513;-0.28272903020779744;-0.08949256159392062;-0.2947001811236008;-0.10170316881644788;0.02704479226723555;0.03484144988932755;0.02036403230534766;-0.1167291097803057;-0.0138939582225942;0.06437894976223642;-0.08082031962753057;-0.047942298211571074;0.15156699116115468;-0.04189547192826112
11;-0.036683967943978754;0.01226354666174317;0.036341709685515575;0.055519786657123225;0.019589571604225527;-0.03643804379780947;0.053561617004934794;-0.029701445295878336;0.45694793596323136;-0.03486422889700114;0.03604948974652079;-0.06308987976410707;0.21664324986795228;-0.08473156757181256;-0.07278388950953449;0.08818427712543259;0.04625084732284504;0.075026177159889;-0.033198174699722305;-0.04373814466780129;0.05415692925626245;0.04626303720281686
12;-0.1264677981234183;-0.2058090696734566;-0.030063919699910915;-0.06616349581250536;0.027199335709772707;0.03990568481620106;0.01923300166090109;-0.006129031387891804;-0.043937527984842864;0.04888806390767532;0.1542831457841396;-0.009551111208588235;0.011266301992983736;-0.04931707853879198;-0.15268475916218574;-0.07589803841822622;0.018741150313811072;-0.06913986967176738;-0.13608351420438683;-0.10003626448303274;-0.03365047303060714;0.07123189380230316
13;0.07368955349303598;-0.02473924512047214;-0.02365352044611015;0.0015762239075358831;0.03056005139627699;0.016456589555432246;0.04272491918638084;0.4754436679470749;0.006484018144539661;0.017428213881743954;-0.027706284410133016;-0.11445011023120014;-0.009026379045583316;0.09153738489012447;-0.004420585965298952;-0.0759828656075701;-0.002043980475559096;-0.0960481458560667;0.10430657203921877;-0.010937304185707018;-0.111114029210962;-0.010064888902191059
14;-0.003465497580227822;-0.08893215549214947;0.011114364557211948;-0.06788919742084801;-0.027175496835483315;-0.11797385609664973;0.022097222705693337;0.006960902016823624;0.01784943557019055;0.007804098226453053;0.08682492216475785;-0.09153710157041545;-0.026001308639875945;-0.3272239596439408;-0.04000373924056254;0.10104877643350868;0.08044515931588145;-0.17525507180340777;-0.007002298485509848;-0.014606629632595186;0.08468533121105178;0.0845349722465606
15;0.041708826137864266;-0.07887276580397784;-0.04777137312543419;0.0772058414509625;-0.02643526879160036;0.09435237186711294;-0.046624002777449526;0.034293489702225684;-0.004305200366795064;0.019540625571483707;-0.034490762229778725;-0.1377539280097014;-0.21174691399089313;-0.03213373857663438;0.06861056436745334;0.07955513434964752;0.07762538064036063;0.18611224001179325;0.10002168983105106;0.10210513977751116;0.0978465013576957;0.25362267634425073
16;0.02116212976666458;0.21188388132712999;0.01283017533836035;-0.1751907298987893;0.17660727757947367;-0.012668233860917352;-0.03439723568075701;0.03603205164971466;-0.054525977088428795;-0.018095311470839443;0.01675534283664456;0.1427381041635227;0.029707025243531516;-0.10902534750477337;-0.042492373488429803;0.10493796761689211;-0.04360937856003553;0.1520498500800679;0.08940150151007605;-0.0840203513830714;0.09258264647184476;-0.041906331575979616
17;-0.1794831951470757;-0.04182204331087981;0.041533722060277264;0.030553414703498406;0.014419918630134483;0.13260671976188262;-0.01080494386312417;0.03830456854907323;0.0021875393133067743;-0.02189980736124917;0.015584915047002533;-0.04656954467593901;-0.07687602509412769;0.09044190883978977;0.030385213632828034;0.01182322524195564;-0.01622756849475757;-0.05694322131365916;-0.06091206611829261;-0.0033193741246046165;0.15152997334692891;-0.04253186340334557
18;-0.0041673155329482545;0.028009268358060918;-0.062134565034243056;-0.12590837591719783;-0.021361856000776672;-0.004838940172840066;0.02598798657226313;0.005226173497420933;0.49684011471969625;-0.01894327391942144;-0.04240120498941979;-0.10414318583827721;-0.039941677432512195;0.05797036199968694;0.03632919571656355;-0.0900414017249318;-0.027791985105996647;0.020376213859852017;-0.0709008308446544;-0.03496268950627108;0.044735125078981454;-0.02037439965968918
19;-0.024693799999798434;-0.010431209592807331;-0.048952318755637755;-0.04388246261917929;-0.06940371292837284;0.05520189763902906;0.030278589263976537;0.028787137490874623;-0.04751011974917685;-0.08752496873573108;-0.08512212159773148;-0.143577190277551;-0.09380813375982375;-0.017588647799308802;-0.02156744675642155;-0.004758695017356709;0.012145010215142027;-0.2066370837681833;-0.003343223615466516;0.08764490014474328;0.037139062744209174;-0.2629938487373071
20;0.0406644315772308;-0.07427361507285371;-0.0729308787229372;0.028976479095028443;0.04423777871722207;0.014545136101095053;-0.08473862503420065;0.104524329249486;0.1162552644363293;0.06335543974678277;-0.004325944037016185;0.009520736419329039;0.0027485100962850646;-0.0249609317037249;-0.03728685793332954;-0.05560422715047384;0.010903043934489976;0.0023700969312092346;0.029358643107845306;0.034812563930896136;0.09752549678299302;0.048229679647789084
21;0.02989498383208282;0.012955822808192727;0.12263836588526462;0.06806578754153392;-0.04129984236821148;-0.14512690700432315;0.00032556376384386757;0.0049657698361454655;0.21120516354375315;-0.05433189871844131;-0.016392969770207527;-0.06448601320569862;-0.04743174713982602;0.10203859689961317;-0.022152215234518442;-0.0587398857615404;-0.016120659163195515;0.0034171555817233304;-0.05870639119403435;-0.046094153506148844;-0.0605087129041022;-0.05372697072379712
22;0.13246473627507094;-0.08021264331769783;-0.004489921721117899;0.011081151436485427;0.02229053857547209;0.02637787353726729;0.04468817745690486;0.013131499391533998;0.024884970643624053;-0.036164874981022756;0.0035315599201740933;-0.05228234403073345;0.032060568909073425;0.16334926557813054;-0.06152806962046375;0.020655935158801257;-0.027513898291079773;-0.06105774851291845;0.03550644572328844;-0.07788008068829494;-0.0387806081129539;0.11646093810032093
